team1,team2,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,HC Brook,"Eden Gardens, Kolkata",Kolkata,"Washington Sundar, HC Brook, MA Agarwal, RA Tripathi, AK Markram, Abhishek Sharma, H Klaasen, M Jansen, M Markande, B Kumar, Umran Malik, T Natarajan","Suyash Sharma, Rahmanullah Gurbaz, N Jagadeesan, VR Iyer, SP Narine, N Rana, AD Russell, RK Singh, SN Thakur, UT Yadav, LH Ferguson, CV Varun",16,19,League,runs,23.0,229.0,20.0,N
Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,V Kohli,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"V Kohli, F du Plessis, MK Lomror, GJ Maxwell, HV Patel, Shahbaz Ahmed, KD Karthik, Anuj Rawat, PWH de Silva, WD Parnell, Mohammed Siraj, Vijaykumar Vyshak","DA Warner, PP Shaw, MR Marsh, YV Dhull, MK Pandey, Abishek Porel, AR Patel, Aman Hakim Khan, Lalit Yadav, A Nortje, Kuldeep Yadav, Mustafizur Rahman",16,20,League,runs,23.0,175.0,20.0,N
Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Punjab Kings,Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"KL Rahul, KR Mayers, DJ Hooda, KH Pandya, N Pooran, MP Stoinis, A Badoni, K Gowtham, Yudhvir Singh, Ravi Bishnoi, Avesh Khan, MA Wood","Atharva Taide, P Simran Singh, MW Short, Harpreet Singh, Sikandar Raza, SM Curran, JM Sharma, M Shahrukh Khan, Harpreet Brar, K Rabada, RD Chahar, Arshdeep Singh",16,21,League,wickets,2.0,160.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,VR Iyer,"Wankhede Stadium, Mumbai",Mumbai,"Suyash Sharma, Rahmanullah Gurbaz, N Jagadeesan, VR Iyer, N Rana, SN Thakur, RK Singh, AD Russell, SP Narine, UT Yadav, LH Ferguson, CV Varun","RP Meredith, RG Sharma, Ishan Kishan, SA Yadav, Tilak Varma, TH David, N Wadhera, C Green, Arjun Tendulkar, HR Shokeen, PP Chawla, D Jansen",16,22,League,wickets,5.0,186.0,20.0,N
Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,SO Hetmyer,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"Noor Ahmad, WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, DA Miller, A Manohar, R Tewatia, Rashid Khan, AS Joseph, Mohammed Shami, MM Sharma","YS Chahal, YBK Jaiswal, JC Buttler, D Padikkal, SV Samson, R Parag, SO Hetmyer, Dhruv Jurel, R Ashwin, TA Boult, Sandeep Sharma, A Zampa",16,23,League,wickets,3.0,178.0,20.0,N
Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,DP Conway,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"RD Gaikwad, DP Conway, AM Rahane, S Dube, AT Rayudu, MM Ali, RA Jadeja, MS Dhoni, TU Deshpande, M Theekshana, M Pathirana, Akash Singh","V Kohli, F du Plessis, MK Lomror, GJ Maxwell, Shahbaz Ahmed, KD Karthik, SS Prabhudessai, WD Parnell, PWH de Silva, HV Patel, Mohammed Siraj, Vijaykumar Vyshak",16,24,League,runs,8.0,227.0,20.0,N
Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"RP Meredith, RG Sharma, Ishan Kishan, C Green, SA Yadav, Tilak Varma, TH David, N Wadhera, Arjun Tendulkar, HR Shokeen, PP Chawla, JP Behrendorff","T Natarajan, HC Brook, MA Agarwal, RA Tripathi, AK Markram, Abhishek Sharma, H Klaasen, Abdul Samad, M Jansen, Washington Sundar, B Kumar, M Markande",16,25,League,runs,14.0,193.0,20.0,N
Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Lucknow Super Giants,MP Stoinis,"Sawai Mansingh Stadium, Jaipur",Jaipur,"A Mishra, KL Rahul, KR Mayers, A Badoni, DJ Hooda, MP Stoinis, N Pooran, KH Pandya, Yudhvir Singh, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan","YS Chahal, YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, SO Hetmyer, R Parag, Dhruv Jurel, R Ashwin, JO Holder, TA Boult, Sandeep Sharma",16,26,League,runs,10.0,155.0,20.0,N
Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Royal Challengers Bangalore,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,"Vijaykumar Vyshak, V Kohli, F du Plessis, GJ Maxwell, KD Karthik, MK Lomror, Shahbaz Ahmed, SS Prabhudessai, PWH de Silva, HV Patel, WD Parnell, Mohammed Siraj","RD Chahar, Atharva Taide, P Simran Singh, MW Short, LS Livingstone, Harpreet Singh, SM Curran, JM Sharma, M Shahrukh Khan, Harpreet Brar, NT Ellis, Arshdeep Singh",16,27,League,runs,24.0,175.0,20.0,N
Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,I Sharma,"Arun Jaitley Stadium, Delhi",Delhi,"JJ Roy, Liton Das, VR Iyer, N Rana, Mandeep Singh, RK Singh, SP Narine, AD Russell, AS Roy, UT Yadav, CV Varun, K Khejroliya","I Sharma, DA Warner, PP Shaw, MR Marsh, PD Salt, MK Pandey, AR Patel, Aman Hakim Khan, Lalit Yadav, Mukesh Kumar, Kuldeep Yadav, A Nortje",16,28,League,wickets,4.0,128.0,20.0,N
Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"Mayank Dagar, HC Brook, Abhishek Sharma, RA Tripathi, AK Markram, H Klaasen, MA Agarwal, M Jansen, Washington Sundar, B Kumar, M Markande, Umran Malik","Akash Singh, RD Gaikwad, DP Conway, AM Rahane, AT Rayudu, MM Ali, S Dube, RA Jadeja, MS Dhoni, TU Deshpande, M Theekshana, M Pathirana",16,29,League,wickets,7.0,135.0,20.0,N
Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,SM Curran,"Wankhede Stadium, Mumbai",Mumbai,"NT Ellis, MW Short, P Simran Singh, Atharva Taide, LS Livingstone, Harpreet Singh, SM Curran, JM Sharma, M Shahrukh Khan, Harpreet Brar, Arshdeep Singh, RD Chahar","JP Behrendorff, RG Sharma, Ishan Kishan, C Green, SA Yadav, TH David, Tilak Varma, N Wadhera, JC Archer, Arjun Tendulkar, HR Shokeen, PP Chawla",16,30,League,runs,7.0,136.0,20.0,N
Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"J Yadav, WP Saha, Shubman Gill, HH Pandya, A Manohar, V Shankar, DA Miller, R Tewatia, Rashid Khan, Mohammed Shami, Noor Ahmad, MM Sharma","A Mishra, KL Rahul, KR Mayers, KH Pandya, N Pooran, A Badoni, MP Stoinis, DJ Hooda, PN Mankad, Ravi Bishnoi, Avesh Khan, Naveen-ul-Haq",16,31,League,runs,13.0,215.0,20.0,N
Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"HV Patel, V Kohli, F du Plessis, Shahbaz Ahmed, GJ Maxwell, MK Lomror, KD Karthik, SS Prabhudessai, PWH de Silva, DJ Willey, Vijaykumar Vyshak, Mohammed Siraj","YBK Jaiswal, JC Buttler, D Padikkal, SV Samson, SO Hetmyer, Dhruv Jurel, R Ashwin, Abdul Basith, JO Holder, TA Boult, Sandeep Sharma, YS Chahal",16,32,League,runs,7.0,190.0,20.0,N
Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,AM Rahane,"Eden Gardens, Kolkata",Kolkata,"Akash Singh, RD Gaikwad, DP Conway, AM Rahane, S Dube, RA Jadeja, MS Dhoni, MM Ali, AT Rayudu, M Pathirana, TU Deshpande, M Theekshana","Suyash Sharma, N Jagadeesan, SP Narine, VR Iyer, N Rana, JJ Roy, RK Singh, AD Russell, D Wiese, UT Yadav, CV Varun, K Khejroliya",16,33,League,runs,49.0,236.0,20.0,N
Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,AR Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"Mukesh Kumar, DA Warner, PD Salt, MR Marsh, SN Khan, MK Pandey, Aman Hakim Khan, AR Patel, RV Patel, A Nortje, Kuldeep Yadav, I Sharma","T Natarajan, HC Brook, MA Agarwal, RA Tripathi, Abhishek Sharma, AK Markram, H Klaasen, Washington Sundar, M Jansen, M Markande, B Kumar, Umran Malik",16,34,League,runs,7.0,145.0,20.0,N
Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,A Manohar,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"J Little, WP Saha, Shubman Gill, HH Pandya, V Shankar, DA Miller, A Manohar, R Tewatia, Rashid Khan, MM Sharma, Mohammed Shami, Noor Ahmad","K Kartikeya, RG Sharma, Ishan Kishan, C Green, Tilak Varma, SA Yadav, TH David, N Wadhera, PP Chawla, Arjun Tendulkar, JP Behrendorff, RP Meredith",16,35,League,runs,55.0,208.0,20.0,N
Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,CV Varun,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"Suyash Sharma, JJ Roy, N Jagadeesan, VR Iyer, N Rana, AD Russell, RK Singh, D Wiese, SP Narine, VG Arora, UT Yadav, CV Varun","HV Patel, V Kohli, F du Plessis, Shahbaz Ahmed, GJ Maxwell, MK Lomror, KD Karthik, SS Prabhudessai, PWH de Silva, DJ Willey, Vijaykumar Vyshak, Mohammed Siraj",16,36,League,runs,21.0,201.0,20.0,N
Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur",Jaipur,"K Yadav, YBK Jaiswal, JC Buttler, SV Samson, SO Hetmyer, Dhruv Jurel, D Padikkal, R Ashwin, JO Holder, Sandeep Sharma, YS Chahal, A Zampa","Akash Singh, RD Gaikwad, DP Conway, AM Rahane, S Dube, AT Rayudu, MM Ali, RA Jadeja, MS Dhoni, M Pathirana, TU Deshpande, M Theekshana",16,37,League,runs,32.0,203.0,20.0,N
Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,"A Mishra, KL Rahul, KR Mayers, A Badoni, MP Stoinis, N Pooran, DJ Hooda, KH Pandya, Naveen-ul-Haq, Ravi Bishnoi, Avesh Khan, Yash Thakur","Gurnoor Brar, P Simran Singh, S Dhawan, Atharva Taide, Sikandar Raza, LS Livingstone, SM Curran, JM Sharma, M Shahrukh Khan, RD Chahar, K Rabada, Arshdeep Singh",16,38,League,runs,56.0,258.0,20.0,N
Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,MR Marsh,"Arun Jaitley Stadium, Delhi",Delhi,"T Natarajan, Abhishek Sharma, MA Agarwal, RA Tripathi, AK Markram, HC Brook, H Klaasen, Abdul Samad, AJ Hosein, M Markande, B Kumar, Umran Malik","I Sharma, DA Warner, PD Salt, MR Marsh, MK Pandey, PK Garg, SN Khan, AR Patel, RV Patel, Kuldeep Yadav, A Nortje, Mukesh Kumar",16,39,League,wickets,7.0,180.0,20.0,N
Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,J Little,"Eden Gardens, Kolkata",Kolkata,"Suyash Sharma, N Jagadeesan, Rahmanullah Gurbaz, SN Thakur, VR Iyer, N Rana, RK Singh, AD Russell, D Wiese, SP Narine, Harshit Rana, CV Varun","MM Sharma, WP Saha, Shubman Gill, HH Pandya, V Shankar, DA Miller, A Manohar, R Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, J Little",16,40,League,runs,9.0,198.0,20.0,N
Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,YBK Jaiswal,"Wankhede Stadium, Mumbai",Mumbai,"KR Sen, YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, JO Holder, SO Hetmyer, Dhruv Jurel, R Ashwin, TA Boult, Sandeep Sharma, YS Chahal","RG Sharma, Ishan Kishan, C Green, SA Yadav, Tilak Varma, TH David, PP Chawla, JC Archer, K Kartikeya, RP Meredith, Arshad Khan",16,41,League,wickets,4.0,201.0,20.0,N
Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"Akash Singh, RD Gaikwad, DP Conway, S Dube, MM Ali, RA Jadeja, MS Dhoni, AM Rahane, M Pathirana, TU Deshpande, M Theekshana, AT Rayudu","K Rabada, P Simran Singh, S Dhawan, Atharva Taide, LS Livingstone, SM Curran, JM Sharma, M Shahrukh Khan, Sikandar Raza, Harpreet Brar, RD Chahar, Arshdeep Singh",16,42,League,wickets,6.0,213.0,20.0,N
Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"V Kohli, F du Plessis, Anuj Rawat, GJ Maxwell, SS Prabhudessai, KD Karthik, MK Lomror, PWH de Silva, KV Sharma, Mohammed Siraj, JR Hazlewood, HV Patel","KR Mayers, A Badoni, KH Pandya, DJ Hooda, MP Stoinis, N Pooran, K Gowtham, Ravi Bishnoi, A Mishra, Naveen-ul-Haq, KL Rahul, Yash Thakur",16,43,League,runs,18.0,127.0,20.0,N
Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"KK Ahmed, PD Salt, DA Warner, PK Garg, RR Rossouw, MK Pandey, AR Patel, Aman Hakim Khan, RV Patel, A Nortje, Kuldeep Yadav, I Sharma","MM Sharma, WP Saha, Shubman Gill, HH Pandya, V Shankar, DA Miller, A Manohar, R Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, J Little",16,44,League,runs,5.0,131.0,20.0,N
Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,"NT Ellis, P Simran Singh, S Dhawan, MW Short, LS Livingstone, JM Sharma, SM Curran, M Shahrukh Khan, Harpreet Brar, R Dhawan, RD Chahar, Arshdeep Singh","Akash Madhwal, RG Sharma, Ishan Kishan, C Green, SA Yadav, TH David, Tilak Varma, N Wadhera, PP Chawla, JC Archer, K Kartikeya, Arshad Khan",16,46,League,wickets,6.0,215.0,20.0,N
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,CV Varun,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"JJ Roy, Rahmanullah Gurbaz, VR Iyer, N Rana, RK Singh, AD Russell, SP Narine, SN Thakur, AS Roy, Harshit Rana, VG Arora, CV Varun","T Natarajan, Abhishek Sharma, MA Agarwal, RA Tripathi, AK Markram, HC Brook, H Klaasen, Abdul Samad, M Jansen, B Kumar, M Markande, Kartik Tyagi",16,47,League,runs,5.0,172.0,20.0,N
Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",Jaipur,"YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, R Ashwin, R Parag, SO Hetmyer, Dhruv Jurel, TA Boult, A Zampa, Sandeep Sharma, YS Chahal","MM Sharma, WP Saha, Shubman Gill, HH Pandya, Rashid Khan, DA Miller, V Shankar, R Tewatia, A Manohar, Noor Ahmad, Mohammed Shami, J Little",16,48,League,wickets,9.0,119.0,20.0,N
Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,PD Salt,"Arun Jaitley Stadium, Delhi",Delhi,"HV Patel, V Kohli, F du Plessis, GJ Maxwell, MK Lomror, KD Karthik, Anuj Rawat, KM Jadhav, PWH de Silva, KV Sharma, Mohammed Siraj, JR Hazlewood","I Sharma, DA Warner, PD Salt, MR Marsh, RR Rossouw, AR Patel, Aman Hakim Khan, MK Pandey, Kuldeep Yadav, Mukesh Kumar, KK Ahmed, RV Patel",16,49,League,wickets,6.0,140.0,20.0,N
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,M Pathirana,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"R Goyal, C Green, Ishan Kishan, RG Sharma, N Wadhera, SA Yadav, T Stubbs, TH David, Arshad Khan, JC Archer, PP Chawla, Akash Madhwal","M Theekshana, RD Gaikwad, DP Conway, AM Rahane, AT Rayudu, S Dube, MS Dhoni, MM Ali, RA Jadeja, DL Chahar, M Pathirana, TU Deshpande",16,50,League,wickets,7.0,182.0,20.0,N
Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"AS Joseph, WP Saha, Shubman Gill, HH Pandya, DA Miller, V Shankar, Rashid Khan, R Tewatia, A Manohar, MM Sharma, Mohammed Shami, Noor Ahmad","Yash Thakur, KR Mayers, Q de Kock, DJ Hooda, MP Stoinis, N Pooran, A Badoni, Swapnil Singh, KH Pandya, Ravi Bishnoi, Mohsin Khan, Avesh Khan",16,51,League,runs,56.0,228.0,20.0,N
Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,GD Phillips,"Sawai Mansingh Stadium, Jaipur",Jaipur,"OC McCoy, YBK Jaiswal, JC Buttler, SV Samson, SO Hetmyer, JE Root, Dhruv Jurel, R Ashwin, Sandeep Sharma, M Ashwin, K Yadav, YS Chahal","T Natarajan, Anmolpreet Singh, Abhishek Sharma, RA Tripathi, H Klaasen, AK Markram, GD Phillips, Abdul Samad, M Jansen, Vivrant Sharma, M Markande, B Kumar",16,52,League,wickets,4.0,215.0,20.0,N
Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,AD Russell,"Eden Gardens, Kolkata",Kolkata,"NT Ellis, P Simran Singh, S Dhawan, PBB Rajapaksa, LS Livingstone, JM Sharma, SM Curran, R Dhawan, M Shahrukh Khan, Harpreet Brar, RD Chahar, Arshdeep Singh","Suyash Sharma, JJ Roy, Rahmanullah Gurbaz, N Rana, VR Iyer, AD Russell, RK Singh, SN Thakur, SP Narine, Harshit Rana, VG Arora, CV Varun",16,53,League,wickets,5.0,180.0,20.0,N
Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,SA Yadav,"Wankhede Stadium, Mumbai",Mumbai,"V Kohli, F du Plessis, Anuj Rawat, GJ Maxwell, MK Lomror, KD Karthik, KM Jadhav, PWH de Silva, JR Hazlewood, Mohammed Siraj, Vijaykumar Vyshak, HV Patel","Ishan Kishan, RG Sharma, SA Yadav, N Wadhera, TH David, C Green, CJ Jordan, PP Chawla, JP Behrendorff, K Kartikeya, Akash Madhwal",16,54,League,wickets,6.0,200.0,20.0,N
Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"M Pathirana, RD Gaikwad, DP Conway, AM Rahane, MM Ali, S Dube, AT Rayudu, RA Jadeja, MS Dhoni, DL Chahar, TU Deshpande, M Theekshana","KK Ahmed, DA Warner, PD Salt, MR Marsh, MK Pandey, RR Rossouw, RV Patel, AR Patel, Aman Hakim Khan, Lalit Yadav, Kuldeep Yadav, I Sharma",16,55,League,runs,27.0,168.0,20.0,N
Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,YBK Jaiswal,"Eden Gardens, Kolkata",Kolkata,"Suyash Sharma, JJ Roy, Rahmanullah Gurbaz, VR Iyer, N Rana, AD Russell, RK Singh, SN Thakur, AS Roy, SP Narine, Harshit Rana, CV Varun","YBK Jaiswal, JC Buttler, SV Samson, JE Root, Dhruv Jurel, SO Hetmyer, R Ashwin, Sandeep Sharma, KM Asif, TA Boult, YS Chahal",16,56,League,wickets,9.0,150.0,20.0,N
Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,SA Yadav,"Wankhede Stadium, Mumbai",Mumbai,"Akash Madhwal, Ishan Kishan, RG Sharma, SA Yadav, N Wadhera, Vishnu Vinod, TH David, C Green, CJ Jordan, PP Chawla, JP Behrendorff, K Kartikeya","MM Sharma, WP Saha, Shubman Gill, HH Pandya, V Shankar, DA Miller, A Manohar, R Tewatia, Rashid Khan, Noor Ahmad, AS Joseph, Mohammed Shami",16,57,League,runs,27.0,219.0,20.0,N
Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,P Simran Singh,"Arun Jaitley Stadium, Delhi",Delhi,"NT Ellis, P Simran Singh, S Dhawan, LS Livingstone, JM Sharma, SM Curran, Harpreet Brar, M Shahrukh Khan, Sikandar Raza, R Dhawan, RD Chahar, Arshdeep Singh","KK Ahmed, DA Warner, PD Salt, MR Marsh, RR Rossouw, AR Patel, MK Pandey, Aman Hakim Khan, P Dubey, Kuldeep Yadav, Mukesh Kumar, I Sharma",16,58,League,wickets,7.0,183.0,20.0,N
Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"Vivrant Sharma, Anmolpreet Singh, Abhishek Sharma, RA Tripathi, AK Markram, H Klaasen, GD Phillips, Abdul Samad, B Kumar, T Natarajan, M Markande, Fazalhaq Farooqi","A Mishra, KR Mayers, Q de Kock, PN Mankad, MP Stoinis, N Pooran, KH Pandya, Yash Thakur, Ravi Bishnoi, Yudhvir Singh, Avesh Khan, A Badoni",16,59,League,runs,31.0,168.0,20.0,N
Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,RK Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"M Pathirana, RD Gaikwad, DP Conway, AM Rahane, AT Rayudu, S Dube, MM Ali, RA Jadeja, MS Dhoni, DL Chahar, TU Deshpande, M Theekshana","Suyash Sharma, JJ Roy, Rahmanullah Gurbaz, VR Iyer, N Rana, RK Singh, AD Russell, SN Thakur, SP Narine, VG Arora, Harshit Rana, CV Varun",16,60,League,runs,112.0,172.0,20.0,N
Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,WD Parnell,"Sawai Mansingh Stadium, Jaipur",Jaipur,"Shahbaz Ahmed, V Kohli, F du Plessis, GJ Maxwell, MK Lomror, KD Karthik, MG Bracewell, Anuj Rawat, WD Parnell, KV Sharma, HV Patel, Mohammed Siraj","YS Chahal, YBK Jaiswal, JC Buttler, SV Samson, JE Root, D Padikkal, SO Hetmyer, Dhruv Jurel, R Ashwin, A Zampa, Sandeep Sharma, KM Asif",16,61,League,wickets,6.0,145.0,20.0,N
Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"Yash Dayal, WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, DA Miller, R Tewatia, MD Shanaka, Rashid Khan, Noor Ahmad, Mohammed Shami, MM Sharma","T Natarajan, Anmolpreet Singh, Abhishek Sharma, AK Markram, RA Tripathi, H Klaasen, Sanvir Singh, Abdul Samad, M Jansen, B Kumar, M Markande, Fazalhaq Farooqi",16,62,League,runs,34.0,189.0,20.0,N
Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"Yash Thakur, DJ Hooda, Q de Kock, PN Mankad, KH Pandya, MP Stoinis, N Pooran, A Badoni, Naveen-ul-Haq, Ravi Bishnoi, Swapnil Singh, Mohsin Khan","Akash Madhwal, Ishan Kishan, RG Sharma, SA Yadav, N Wadhera, TH David, Vishnu Vinod, C Green, CJ Jordan, HR Shokeen, PP Chawla, JP Behrendorff",16,63,League,runs,5.0,178.0,20.0,N
Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,RR Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,"Mukesh Kumar, DA Warner, PP Shaw, RR Rossouw, PD Salt, AR Patel, Aman Hakim Khan, YV Dhull, Kuldeep Yadav, A Nortje, I Sharma, KK Ahmed","NT Ellis, P Simran Singh, S Dhawan, Atharva Taide, LS Livingstone, JM Sharma, M Shahrukh Khan, SM Curran, Harpreet Brar, RD Chahar, K Rabada, Arshdeep Singh",16,64,League,runs,15.0,214.0,20.0,N
Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,V Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"T Natarajan, Abhishek Sharma, RA Tripathi, AK Markram, H Klaasen, HC Brook, GD Phillips, Abdul Samad, B Kumar, Kartik Tyagi, Mayank Dagar, Nithish Kumar Reddy","V Kohli, F du Plessis, GJ Maxwell, MG Bracewell, MK Lomror, Anuj Rawat, Shahbaz Ahmed, HV Patel, WD Parnell, KV Sharma, Mohammed Siraj",16,65,League,wickets,8.0,187.0,20.0,N
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,"NT Ellis, P Simran Singh, S Dhawan, Atharva Taide, LS Livingstone, SM Curran, JM Sharma, M Shahrukh Khan, Harpreet Brar, RD Chahar, K Rabada, Arshdeep Singh","YS Chahal, YBK Jaiswal, JC Buttler, D Padikkal, SV Samson, SO Hetmyer, R Parag, Dhruv Jurel, TA Boult, A Zampa, Navdeep Saini, Sandeep Sharma",16,66,League,wickets,4.0,188.0,20.0,N
Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,RD Gaikwad,"Arun Jaitley Stadium, Delhi",Delhi,"M Pathirana, RD Gaikwad, DP Conway, S Dube, MS Dhoni, RA Jadeja, AM Rahane, MM Ali, AT Rayudu, DL Chahar, TU Deshpande, M Theekshana","KK Ahmed, PP Shaw, DA Warner, PD Salt, RR Rossouw, YV Dhull, AR Patel, Aman Hakim Khan, Lalit Yadav, A Nortje, Kuldeep Yadav, C Sakariya",16,67,League,runs,77.0,224.0,20.0,N
