team1,team2,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,Gujarat Titans,R Tewatia,"Brabourne Stadium, Mumbai",Mumbai,"V Kohli, F du Plessis, RM Patidar, GJ Maxwell, KD Karthik, Shahbaz Ahmed, MK Lomror, PWH de Silva, HV Patel, JR Hazlewood, Mohammed Siraj","WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, DA Miller, R Tewatia, Rashid Khan, PJ Sangwan, AS Joseph, LH Ferguson, Mohammed Shami",15,43,League,wickets,6.0,171.0,20.0,N
Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,SA Yadav,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,"JC Buttler, D Padikkal, SV Samson, DJ Mitchell, SO Hetmyer, R Parag, R Ashwin, TA Boult, M Prasidh Krishna, YS Chahal, KR Sen","RG Sharma, Ishan Kishan, SA Yadav, Tilak Varma, KA Pollard, TH David, DR Sams, HR Shokeen, K Kartikeya, JJ Bumrah, RP Meredith",15,44,League,wickets,5.0,159.0,20.0,N
Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,Mohsin Khan,"Wankhede Stadium, Mumbai",Mumbai,"Q de Kock, KL Rahul, DJ Hooda, MP Stoinis, KH Pandya, A Badoni, JO Holder, Mohsin Khan, K Gowtham, PVD Chameera, Ravi Bishnoi","PP Shaw, DA Warner, MR Marsh, RR Pant, Lalit Yadav, R Powell, AR Patel, SN Thakur, Kuldeep Yadav, Mustafizur Rahman, C Sakariya",15,45,League,runs,6.0,196.0,20.0,N
Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,RD Gaikwad,"Maharashtra Cricket Association Stadium, Pune",Pune,"RD Gaikwad, DP Conway, MS Dhoni, RA Jadeja, RV Uthappa, AT Rayudu, Simarjeet Singh, MJ Santner, D Pretorius, Mukesh Choudhary, M Theekshana","Abhishek Sharma, KS Williamson, RA Tripathi, AK Markram, N Pooran, Shashank Singh, Washington Sundar, M Jansen, B Kumar, T Natarajan, Umran Malik",15,46,League,runs,13.0,203.0,20.0,N
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,RK Singh,"Wankhede Stadium, Mumbai",Mumbai,"JC Buttler, D Padikkal, SV Samson, KK Nair, R Parag, SO Hetmyer, R Ashwin, TA Boult, M Prasidh Krishna, YS Chahal, KR Sen","B Indrajith, AJ Finch, SS Iyer, N Rana, RK Singh, AS Roy, AD Russell, SP Narine, UT Yadav, TG Southee, Shivam Mavi",15,47,League,wickets,7.0,153.0,20.0,N
Gujarat Titans,Punjab Kings,Gujarat Titans,bat,Punjab Kings,K Rabada,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,"WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, DA Miller, R Tewatia, Rashid Khan, PJ Sangwan, LH Ferguson, AS Joseph, Mohammed Shami","JM Bairstow, S Dhawan, PBB Rajapaksa, LS Livingstone, MA Agarwal, JM Sharma, R Dhawan, K Rabada, RD Chahar, Arshdeep Singh, Sandeep Sharma",15,48,League,wickets,8.0,144.0,20.0,N
Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,HV Patel,"Maharashtra Cricket Association Stadium, Pune",Pune,"V Kohli, F du Plessis, GJ Maxwell, MK Lomror, RM Patidar, KD Karthik, PWH de Silva, Shahbaz Ahmed, HV Patel, Mohammed Siraj, JR Hazlewood","RD Gaikwad, DP Conway, RV Uthappa, AT Rayudu, MM Ali, RA Jadeja, MS Dhoni, D Pretorius, Simarjeet Singh, M Theekshana, Mukesh Choudhary",15,49,League,runs,13.0,174.0,20.0,N
Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,DA Warner,"Brabourne Stadium, Mumbai",Mumbai,"Mandeep Singh, DA Warner, MR Marsh, RR Pant, R Powell, Lalit Yadav, RV Patel, SN Thakur, Kuldeep Yadav, A Nortje, KK Ahmed","Abhishek Sharma, KS Williamson, RA Tripathi, AK Markram, N Pooran, Shashank Singh, SA Abbott, S Gopal, Kartik Tyagi, B Kumar, Umran Malik",15,50,League,runs,21.0,208.0,20.0,N
Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,TH David,"Brabourne Stadium, Mumbai",Mumbai,"Ishan Kishan, RG Sharma, SA Yadav, Tilak Varma, KA Pollard, TH David, DR Sams, M Ashwin, K Kartikeya, JJ Bumrah, RP Meredith","WP Saha, Shubman Gill, HH Pandya, B Sai Sudharsan, DA Miller, R Tewatia, Rashid Khan, PJ Sangwan, LH Ferguson, AS Joseph, Mohammed Shami",15,51,League,runs,5.0,178.0,20.0,N
Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,Avesh Khan,"Maharashtra Cricket Association Stadium, Pune",Pune,"Q de Kock, KL Rahul, DJ Hooda, KH Pandya, A Badoni, MP Stoinis, JO Holder, PVD Chameera, Avesh Khan, Mohsin Khan, Ravi Bishnoi","B Indrajith, AJ Finch, SS Iyer, N Rana, RK Singh, AD Russell, SP Narine, AS Roy, Shivam Mavi, TG Southee, Harshit Rana",15,52,League,wickets,6.0,190.0,20.0,N
Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,YBK Jaiswal,"Wankhede Stadium, Mumbai",Mumbai,"JM Bairstow, S Dhawan, PBB Rajapaksa, MA Agarwal, JM Sharma, LS Livingstone, R Dhawan, K Rabada, RD Chahar, Arshdeep Singh, Sandeep Sharma","YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, SO Hetmyer, R Parag, R Ashwin, TA Boult, M Prasidh Krishna, YS Chahal, KR Sen",15,53,League,runs,75.0,177.0,20.0,N
Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,DP Conway,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,"RD Gaikwad, DP Conway, S Dube, AT Rayudu, MS Dhoni, MM Ali, RV Uthappa, DJ Bravo, Simarjeet Singh, M Theekshana, Mukesh Choudhary","DA Warner, KS Bharat, MR Marsh, RR Pant, R Powell, RV Patel, AR Patel, SN Thakur, Kuldeep Yadav, A Nortje, KK Ahmed",15,54,League,runs,67.0,193.0,20.0,N
Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,PWH de Silva,"Wankhede Stadium, Mumbai",Mumbai,"V Kohli, F du Plessis, RM Patidar, GJ Maxwell, KD Karthik, MK Lomror, Shahbaz Ahmed, PWH de Silva, HV Patel, JR Hazlewood, Mohammed Siraj","Abhishek Sharma, KS Williamson, RA Tripathi, AK Markram, N Pooran, J Suchith, Shashank Singh, Kartik Tyagi, B Kumar, Umran Malik, Fazalhaq Farooqi",15,55,League,runs,91.0,209.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,JJ Bumrah,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,"VR Iyer, AM Rahane, N Rana, SS Iyer, AD Russell, RK Singh, SP Jackson, PJ Cummins, SP Narine, TG Southee, CV Varun","RG Sharma, Ishan Kishan, Tilak Varma, Ramandeep Singh, TH David, KA Pollard, DR Sams, M Ashwin, K Kartikeya, JJ Bumrah, RP Meredith",15,56,League,runs,52.0,166.0,20.0,N
Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,Shubman Gill,"Maharashtra Cricket Association Stadium, Pune",Pune,"WP Saha, Shubman Gill, MS Wade, HH Pandya, DA Miller, R Tewatia, Rashid Khan, R Sai Kishore, AS Joseph, Yash Dayal, Mohammed Shami","Q de Kock, KL Rahul, DJ Hooda, KS Sharma, KH Pandya, A Badoni, MP Stoinis, JO Holder, Mohsin Khan, PVD Chameera, Avesh Khan",15,57,League,runs,62.0,145.0,20.0,N
Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,MR Marsh,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,"YBK Jaiswal, JC Buttler, R Ashwin, D Padikkal, SV Samson, R Parag, HE van der Dussen, TA Boult, M Prasidh Krishna, YS Chahal, KR Sen","KS Bharat, DA Warner, MR Marsh, RR Pant, R Powell, Lalit Yadav, AR Patel, SN Thakur, Kuldeep Yadav, A Nortje, C Sakariya",15,58,League,wickets,8.0,161.0,20.0,N
Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,DR Sams,"Wankhede Stadium, Mumbai",Mumbai,"RD Gaikwad, DP Conway, MM Ali, RV Uthappa, AT Rayudu, MS Dhoni, S Dube, DJ Bravo, Simarjeet Singh, M Theekshana, Mukesh Choudhary","Ishan Kishan, RG Sharma, DR Sams, Tilak Varma, T Stubbs, HR Shokeen, TH David, Ramandeep Singh, JJ Bumrah, RP Meredith, K Kartikeya",15,59,League,wickets,5.0,98.0,20.0,N
Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,JM Bairstow,"Brabourne Stadium, Mumbai",Mumbai,"JM Bairstow, S Dhawan, PBB Rajapaksa, LS Livingstone, MA Agarwal, JM Sharma, Harpreet Brar, R Dhawan, RD Chahar, K Rabada, Arshdeep Singh","V Kohli, F du Plessis, RM Patidar, MK Lomror, GJ Maxwell, KD Karthik, Shahbaz Ahmed, HV Patel, PWH de Silva, Mohammed Siraj, JR Hazlewood",15,60,League,runs,54.0,210.0,20.0,N
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,AD Russell,"Maharashtra Cricket Association Stadium, Pune",Pune,"VR Iyer, AM Rahane, N Rana, SS Iyer, SW Billings, RK Singh, AD Russell, SP Narine, UT Yadav, TG Southee, CV Varun","Abhishek Sharma, KS Williamson, RA Tripathi, AK Markram, N Pooran, Washington Sundar, Shashank Singh, M Jansen, B Kumar, Umran Malik, T Natarajan",15,61,League,runs,54.0,178.0,20.0,N
Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,TA Boult,"Brabourne Stadium, Mumbai",Mumbai,"YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, R Parag, JDS Neesham, R Ashwin, TA Boult, M Prasidh Krishna, YS Chahal, OC McCoy","Q de Kock, KL Rahul, A Badoni, DJ Hooda, KH Pandya, MP Stoinis, JO Holder, PVD Chameera, Mohsin Khan, Avesh Khan, Ravi Bishnoi",15,62,League,wickets,7.0,134.0,20.0,N
Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Gujarat Titans,WP Saha,"Wankhede Stadium, Mumbai",Mumbai,"RD Gaikwad, DP Conway, MM Ali, N Jagadeesan, S Dube, MS Dhoni, MJ Santner, PH Solanki, Simarjeet Singh, M Pathirana, Mukesh Choudhary","WP Saha, Shubman Gill, MS Wade, HH Pandya, DA Miller, R Tewatia, Rashid Khan, R Sai Kishore, AS Joseph, Yash Dayal, Mohammed Shami",15,63,League,runs,24.0,179.0,20.0,N
Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,SN Thakur,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,"DA Warner, SN Khan, MR Marsh, Lalit Yadav, RR Pant, R Powell, AR Patel, SN Thakur, Kuldeep Yadav, A Nortje, KK Ahmed","JM Bairstow, S Dhawan, PBB Rajapaksa, LS Livingstone, MA Agarwal, JM Sharma, Harpreet Brar, R Dhawan, RD Chahar, K Rabada, Arshdeep Singh",15,64,League,runs,17.0,160.0,20.0,N
Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,RA Tripathi,"Wankhede Stadium, Mumbai",Mumbai,"Abhishek Sharma, PK Garg, RA Tripathi, N Pooran, AK Markram, KS Williamson, Washington Sundar, B Kumar, Umran Malik, T Natarajan, Fazalhaq Farooqi","RG Sharma, Ishan Kishan, DR Sams, Tilak Varma, TH David, T Stubbs, Ramandeep Singh, R Sanjay Yadav, JJ Bumrah, M Markande, RP Meredith",15,65,League,runs,3.0,194.0,20.0,N
Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,"Q de Kock, KL Rahul, E Lewis, DJ Hooda, M Vohra, MP Stoinis, JO Holder, K Gowtham, Mohsin Khan, Avesh Khan, Ravi Bishnoi","VR Iyer, A Tomar, N Rana, SS Iyer, SW Billings, AD Russell, RK Singh, SP Narine, UT Yadav, TG Southee, CV Varun",15,66,League,runs,2.0,211.0,20.0,N
Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,V Kohli,"Wankhede Stadium, Mumbai",Mumbai,"WP Saha, Shubman Gill, MS Wade, HH Pandya, DA Miller, R Tewatia, Rashid Khan, R Sai Kishore, LH Ferguson, Yash Dayal, Mohammed Shami","V Kohli, F du Plessis, GJ Maxwell, KD Karthik, RM Patidar, MK Lomror, Shahbaz Ahmed, HV Patel, PWH de Silva, JR Hazlewood, S Kaul",15,67,League,wickets,8.0,169.0,20.0,N
Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,R Ashwin,"Brabourne Stadium, Mumbai",Mumbai,"RD Gaikwad, DP Conway, MM Ali, N Jagadeesan, AT Rayudu, MS Dhoni, MJ Santner, Simarjeet Singh, Mukesh Choudhary, PH Solanki, M Pathirana","YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, R Ashwin, SO Hetmyer, R Parag, TA Boult, YS Chahal, M Prasidh Krishna, OC McCoy",15,68,League,wickets,5.0,151.0,20.0,N
Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,JJ Bumrah,"Wankhede Stadium, Mumbai",Mumbai,"PP Shaw, DA Warner, MR Marsh, RR Pant, SN Khan, R Powell, AR Patel, SN Thakur, Kuldeep Yadav, A Nortje, KK Ahmed","Ishan Kishan, RG Sharma, D Brevis, Tilak Varma, TH David, Ramandeep Singh, DR Sams, HR Shokeen, JJ Bumrah, M Markande, RP Meredith",15,69,League,wickets,5.0,160.0,20.0,N
Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,Harpreet Brar,"Wankhede Stadium, Mumbai",Mumbai,"PK Garg, Abhishek Sharma, RA Tripathi, AK Markram, N Pooran, Washington Sundar, R Shepherd, J Suchith, B Kumar, Umran Malik, Fazalhaq Farooqi","JM Bairstow, S Dhawan, M Shahrukh Khan, MA Agarwal, LS Livingstone, JM Sharma, PN Mankad, Harpreet Brar, K Rabada, NT Ellis, Arshdeep Singh",15,70,League,wickets,5.0,158.0,20.0,N
Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,DA Miller,"Eden Gardens, Kolkata",Kolkata,"YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, SO Hetmyer, R Parag, R Ashwin, TA Boult, YS Chahal, M Prasidh Krishna, OC McCoy","WP Saha, Shubman Gill, MS Wade, HH Pandya, DA Miller, R Tewatia, Rashid Khan, R Sai Kishore, AS Joseph, Yash Dayal, Mohammed Shami",15,71,Qualifier 1,wickets,7.0,189.0,20.0,N
Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,RM Patidar,"Eden Gardens, Kolkata",Kolkata,"V Kohli, F du Plessis, RM Patidar, GJ Maxwell, MK Lomror, KD Karthik, Shahbaz Ahmed, HV Patel, PWH de Silva, JR Hazlewood, Mohammed Siraj","Q de Kock, KL Rahul, M Vohra, DJ Hooda, MP Stoinis, E Lewis, KH Pandya, PVD Chameera, Mohsin Khan, Avesh Khan, Ravi Bishnoi",15,72,Eliminator,runs,14.0,208.0,20.0,N
Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,JC Buttler,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"V Kohli, F du Plessis, RM Patidar, GJ Maxwell, MK Lomror, KD Karthik, Shahbaz Ahmed, PWH de Silva, HV Patel, JR Hazlewood, Mohammed Siraj","YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, SO Hetmyer, R Parag, R Ashwin, TA Boult, YS Chahal, M Prasidh Krishna, OC McCoy",15,73,Qualifier 2,wickets,7.0,158.0,20.0,N
Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,HH Pandya,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, SO Hetmyer, R Ashwin, R Parag, TA Boult, OC McCoy, M Prasidh Krishna, YS Chahal","WP Saha, Shubman Gill, MS Wade, HH Pandya, DA Miller, R Tewatia, Rashid Khan, R Sai Kishore, LH Ferguson, Yash Dayal, Mohammed Shami",15,74,Final,wickets,7.0,131.0,20.0,N
Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"TU Deshpande, DP Conway, RD Gaikwad, MM Ali, BA Stokes, AT Rayudu, S Dube, RA Jadeja, MS Dhoni, MJ Santner, DL Chahar, RS Hangargekar","KS Williamson, WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, V Shankar, R Tewatia, Rashid Khan, Mohammed Shami, J Little, Yash Dayal, AS Joseph",16,1,League,wickets,5.0,179.0,20.0,N
Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,"P Simran Singh, S Dhawan, PBB Rajapaksa, JM Sharma, Sikandar Raza, SM Curran, M Shahrukh Khan, Harpreet Brar, RD Chahar, Arshdeep Singh, NT Ellis, R Dhawan","Mandeep Singh, Rahmanullah Gurbaz, AS Roy, VR Iyer, N Rana, RK Singh, AD Russell, SN Thakur, SP Narine, TG Southee, UT Yadav, CV Varun",16,2,League,runs,7.0,154.0,16.0,N
Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"KL Rahul, KR Mayers, DJ Hooda, KH Pandya, MP Stoinis, N Pooran, A Badoni, K Gowtham, Avesh Khan, Ravi Bishnoi, JD Unadkat, MA Wood","KK Ahmed, PP Shaw, DA Warner, MR Marsh, SN Khan, RR Rossouw, R Powell, Aman Hakim Khan, AR Patel, Kuldeep Yadav, C Sakariya, Mukesh Kumar",16,3,League,runs,50.0,194.0,20.0,N
Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"NA Saini, YBK Jaiswal, JC Buttler, SV Samson, D Padikkal, R Parag, SO Hetmyer, R Ashwin, JO Holder, TA Boult, KM Asif, YS Chahal","Fazalhaq Farooqi, Abhishek Sharma, MA Agarwal, RA Tripathi, HC Brook, Washington Sundar, GD Phillips, Abdul Samad, AU Rashid, B Kumar, Umran Malik, T Natarajan",16,4,League,runs,72.0,204.0,20.0,N
Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"JP Behrendorff, RG Sharma, Ishan Kishan, C Green, SA Yadav, Tilak Varma, N Wadhera, TH David, HR Shokeen, Arshad Khan, PP Chawla, JC Archer","V Kohli, F du Plessis, KD Karthik, GJ Maxwell, MG Bracewell, Shahbaz Ahmed, HV Patel, Akash Deep, RJW Topley, Mohammed Siraj, KV Sharma",16,5,League,wickets,8.0,172.0,20.0,N
Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"TU Deshpande, RD Gaikwad, DP Conway, S Dube, MM Ali, BA Stokes, AT Rayudu, RA Jadeja, MS Dhoni, MJ Santner, DL Chahar, RS Hangargekar","Avesh Khan, KL Rahul, KR Mayers, DJ Hooda, KH Pandya, MP Stoinis, N Pooran, A Badoni, K Gowtham, MA Wood, Yash Thakur, Ravi Bishnoi",16,6,League,runs,12.0,218.0,20.0,N
Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,B Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Delhi,"KK Ahmed, DA Warner, PP Shaw, MR Marsh, SN Khan, RR Rossouw, Abishek Porel, AR Patel, Aman Hakim Khan, Kuldeep Yadav, A Nortje, Mukesh Kumar","J Little, WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, V Shankar, DA Miller, R Tewatia, Rashid Khan, AS Joseph, Yash Dayal, Mohammed Shami",16,7,League,wickets,6.0,163.0,20.0,N
Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,NT Ellis,"Barsapara Cricket Stadium, Guwahati",Guwahati,"P Simran Singh, S Dhawan, PBB Rajapaksa, JM Sharma, Sikandar Raza, M Shahrukh Khan, SM Curran, Harpreet Brar, NT Ellis, RD Chahar, Arshdeep Singh, R Dhawan","YBK Jaiswal, R Ashwin, JC Buttler, SV Samson, D Padikkal, R Parag, SO Hetmyer, Dhruv Jurel, JO Holder, YS Chahal, TA Boult, KM Asif",16,8,League,runs,5.0,198.0,20.0,N
Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,SN Thakur,"Eden Gardens, Kolkata",Kolkata,"Suyash Sharma, Rahmanullah Gurbaz, VR Iyer, Mandeep Singh, N Rana, RK Singh, AD Russell, SN Thakur, SP Narine, UT Yadav, TG Southee, CV Varun","Mohammed Siraj, V Kohli, F du Plessis, MG Bracewell, GJ Maxwell, HV Patel, Shahbaz Ahmed, KD Karthik, Anuj Rawat, DJ Willey, KV Sharma, Akash Deep",16,9,League,runs,81.0,205.0,20.0,N
Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,"Fazalhaq Farooqi, Anmolpreet Singh, MA Agarwal, RA Tripathi, AK Markram, HC Brook, Washington Sundar, Abdul Samad, AU Rashid, Umran Malik, B Kumar, T Natarajan","A Mishra, KR Mayers, KL Rahul, DJ Hooda, KH Pandya, MP Stoinis, R Shepherd, N Pooran, Yash Thakur, JD Unadkat, Ravi Bishnoi, A Badoni",16,10,League,wickets,5.0,122.0,20.0,N
Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati",Guwahati,"M Ashwin, YBK Jaiswal, JC Buttler, SV Samson, R Parag, SO Hetmyer, Dhruv Jurel, JO Holder, R Ashwin, YS Chahal, TA Boult, Sandeep Sharma","KK Ahmed, PP Shaw, DA Warner, MK Pandey, RR Rossouw, Lalit Yadav, AR Patel, R Powell, Abishek Porel, Kuldeep Yadav, A Nortje, Mukesh Kumar",16,11,League,runs,57.0,200.0,20.0,N
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,RA Jadeja,"Wankhede Stadium, Mumbai",Mumbai,"K Kartikeya, RG Sharma, Ishan Kishan, C Green, SA Yadav, Tilak Varma, Arshad Khan, TH David, T Stubbs, HR Shokeen, PP Chawla, JP Behrendorff","DL Chahar, DP Conway, RD Gaikwad, AM Rahane, S Dube, AT Rayudu, RA Jadeja, MS Dhoni, D Pretorius, MJ Santner, SSB Magala, TU Deshpande",16,12,League,wickets,7.0,158.0,20.0,N
Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,S Dhawan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,"P Simran Singh, S Dhawan, MW Short, JM Sharma, SM Curran, Sikandar Raza, M Shahrukh Khan, Harpreet Brar, RD Chahar, NT Ellis, Mohit Rathee, Arshdeep Singh","HC Brook, MA Agarwal, RA Tripathi, AK Markram, H Klaasen, Washington Sundar, M Jansen, M Markande, B Kumar, Umran Malik, T Natarajan",16,13,League,wickets,3.0,205.0,20.0,N
Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Kolkata Knight Riders,RK Singh,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,"J Little, WP Saha, Shubman Gill, B Sai Sudharsan, A Manohar, V Shankar, DA Miller, R Tewatia, Rashid Khan, AS Joseph, Mohammed Shami, Yash Dayal","Suyash Sharma, Rahmanullah Gurbaz, N Jagadeesan, VR Iyer, N Rana, RK Singh, AD Russell, SP Narine, SN Thakur, UT Yadav, LH Ferguson, CV Varun",16,14,League,wickets,8.0,144.0,20.0,N
Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,N Pooran,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,"Anuj Rawat, V Kohli, F du Plessis, GJ Maxwell, KD Karthik, MK Lomror, Shahbaz Ahmed, DJ Willey, WD Parnell, HV Patel, Mohammed Siraj, KV Sharma","A Mishra, KR Mayers, KL Rahul, DJ Hooda, KH Pandya, MP Stoinis, N Pooran, A Badoni, JD Unadkat, MA Wood, Ravi Bishnoi, Avesh Khan",16,15,League,wickets,1.0,213.0,20.0,N
Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,RG Sharma,"Arun Jaitley Stadium, Delhi",Delhi,"Mukesh Kumar, DA Warner, PP Shaw, MK Pandey, YV Dhull, R Powell, Lalit Yadav, AR Patel, Abishek Porel, Kuldeep Yadav, A Nortje, Mustafizur Rahman","RP Meredith, RG Sharma, Ishan Kishan, Tilak Varma, SA Yadav, TH David, C Green, N Wadhera, HR Shokeen, Arshad Khan, JP Behrendorff, PP Chawla",16,16,League,wickets,6.0,173.0,20.0,N
Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,R Ashwin,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,"YBK Jaiswal, JC Buttler, D Padikkal, SV Samson, R Ashwin, SO Hetmyer, Dhruv Jurel, JO Holder, A Zampa, KR Sen, Sandeep Sharma, YS Chahal","RD Gaikwad, DP Conway, AM Rahane, S Dube, MM Ali, AT Rayudu, RA Jadeja, MS Dhoni, SSB Magala, TU Deshpande, M Theekshana, Akash Singh",16,17,League,runs,3.0,176.0,20.0,N
Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,"RD Chahar, P Simran Singh, S Dhawan, MW Short, PBB Rajapaksa, JM Sharma, SM Curran, M Shahrukh Khan, Harpreet Brar, R Dhawan, K Rabada, Arshdeep Singh","WP Saha, Shubman Gill, B Sai Sudharsan, HH Pandya, DA Miller, R Tewatia, Rashid Khan, AS Joseph, Mohammed Shami, MM Sharma, J Little",16,18,League,wickets,6.0,154.0,20.0,N
